Depth,RxoRt,RLL3,SP,RILD,MN,MI,MCAL,DCAL,RHOB,RHOC,DPOR,CNLS,GR
301,-2.7109,19.5308,-128.899,17.9188,0.8781,0.4032,5.0903,1.8897,2.1546,0.0359,32.482,29.4656,102.2313
301.5,-2.7519,19.7732,-128.8636,18.0482,0.8646,0.3969,5.0873,1.8897,2.1488,0.034,32.8196,32.8061,94.8393
302,-2.4085,19.6056,-128.8896,18.1442,0.8535,0.391,5.0847,1.8897,2.1533,0.0346,32.5581,34.8443,88.4497
302.5,-1.7858,19.1213,-128.9357,18.1966,0.8404,0.3857,5.1071,1.8897,2.1666,0.0384,31.7796,34.4636,85.1043
303,-1.1003,18.5871,-128.9817,18.1985,0.8275,0.381,5.0968,1.8897,2.1793,0.0432,31.0333,33.2588,87.5823
303.5,-0.5695,18.317,-129.0262,18.1438,0.8171,0.3763,5.0916,1.8896,2.1829,0.0468,30.8221,32.1885,96.1949
304,-0.3097,18.0595,-129.0723,18.0452,0.8074,0.3714,5.0884,1.8893,2.1788,0.0501,31.0655,32.0168,107.3641
304.5,-0.3438,17.8334,-129.1147,17.9369,0.7965,0.3671,5.1097,1.8879,2.1747,0.0556,31.3063,33.9037,114.535
305,-0.6334,17.9083,-129.1349,17.8542,0.7833,0.3631,5.0996,1.8861,2.1747,0.0633,31.3066,35.6308,113.4889
305.5,-1.0791,18.2707,-129.1074,17.8013,0.7695,0.3593,5.0972,1.8861,2.1758,0.0706,31.2387,33.887,107.7693
306,-1.5283,18.6828,-129.0163,17.739,0.7578,0.3558,5.0858,1.8879,2.1731,0.0748,31.3991,30.9931,103.1417
306.5,-1.7828,18.8452,-128.8702,17.6236,0.749,0.3533,5.0954,1.888,2.1655,0.0756,31.8399,29.1302,101.2178
307,-1.6417,18.6623,-128.7035,17.453,0.7432,0.3522,5.1017,1.8872,2.1578,0.0761,32.2914,28.7432,99.5993
307.5,-1.0214,17.9862,-128.5611,17.2781,0.7391,0.3513,5.0858,1.8862,2.1553,0.08,32.4383,30.2091,97.846
308,-0.1415,16.9209,-128.4737,17.1705,0.7383,0.3515,5.0845,1.8864,2.1596,0.0887,32.1887,32.8286,98.0261
308.5,0.4121,15.9757,-128.4439,17.159,0.7477,0.3537,5.096,1.8871,2.1681,0.0994,31.6929,36.4547,105.7227
309,0.0709,16.2758,-128.4493,17.1987,0.7663,0.3571,5.1014,1.8872,2.1757,0.1081,31.2444,39.5749,113.2737
309.5,-1.1484,17.7823,-128.4594,17.2021,0.7833,0.3597,5.0884,1.8873,2.1777,0.1116,31.1264,38.8865,109.6102
310,-2.6328,19.0087,-128.4517,17.1045,0.7885,0.3606,5.0876,1.8884,2.1733,0.1104,31.3864,34.9834,98.5749
310.5,-3.6557,19.3567,-128.4172,16.928,0.7791,0.3599,5.0972,1.8895,2.1668,0.1081,31.7646,32.3131,91.4256
311,-3.77,18.9063,-128.3571,16.7779,0.7632,0.3571,5.1069,1.8897,2.1644,0.1082,31.9084,32.6598,93.546
311.5,-3.0275,18.0802,-128.2738,16.7307,0.7493,0.3527,5.0944,1.8897,2.1687,0.1124,31.657,33.3507,101.3313
312,-1.9372,17.3698,-128.1646,16.7593,0.7385,0.3495,5.0938,1.8897,2.1774,0.1202,31.1434,32.8181,112.6104
312.5,-1.1088,16.8913,-128.0195,16.7947,0.7302,0.3478,5.0888,1.8897,2.1865,0.1297,30.6148,33.2283,122.4131
313,-0.9401,16.7033,-127.8277,16.7964,0.7258,0.3478,5.1069,1.8897,2.1937,0.1387,30.1949,35.3301,122.1571
313.5,-1.5088,17.0843,-127.5847,16.761,0.7245,0.3475,5.0925,1.8897,2.1979,0.145,29.946,37.1362,115.3473
314,-2.5662,17.7517,-127.298,16.7147,0.7222,0.3451,5.0939,1.8897,2.1963,0.1468,30.0398,36.8456,110.5723
314.5,-3.6756,18.4923,-126.9841,16.6922,0.7168,0.3421,5.0856,1.8897,2.187,0.1454,30.5857,34.1963,103.1361
315,-4.4123,19.1866,-126.6601,16.722,0.7086,0.3395,5.1072,1.8895,2.1737,0.1448,31.3603,32.4221,94.1984
315.5,-4.5177,19.2925,-126.3365,16.8395,0.6986,0.3366,5.0899,1.8881,2.1631,0.1481,31.9831,34.1304,91.2525
316,-4.0433,18.8701,-126.0146,17.0739,0.6877,0.3331,5.0903,1.8867,2.1571,0.1548,32.3356,37.3712,92.9167
316.5,-3.357,18.5778,-125.692,17.4114,0.6769,0.3299,5.0854,1.8874,2.1524,0.1614,32.6085,39.1563,93.2701
317,-2.8689,18.8041,-125.37,17.7921,0.6665,0.3274,5.1062,1.8891,2.1464,0.1658,32.9577,38.4946,89.3803
317.5,-2.7357,19.4644,-125.0581,18.1338,0.6566,0.3252,5.0979,1.8896,2.1405,0.1688,33.3057,37.2118,83.7079
318,-2.8065,20.1002,-124.7739,18.3791,0.6455,0.3231,5.096,1.8896,2.1367,0.1723,33.5263,36.7587,79.0985
318.5,-2.7806,20.2842,-124.5362,18.5504,0.6352,0.3218,5.0849,1.8893,2.1352,0.1768,33.6115,36.8589,78.893
319,-2.4995,19.953,-124.356,18.7111,0.63,0.321,5.1013,1.8881,2.1355,0.1817,33.5946,37.968,84.2399
319.5,-2.0857,19.7265,-124.2301,18.8811,0.6282,0.3195,5.0968,1.8882,2.1373,0.1866,33.4911,39.1472,89.0369
320,-1.739,19.8618,-124.1404,19.0403,0.6257,0.3172,5.0842,1.8886,2.1395,0.1919,33.363,38.5926,91.8028
320.5,-1.5263,19.9518,-124.0613,19.1714,0.6225,0.3162,5.084,1.8869,2.1401,0.1972,33.3251,36.4701,94.6739
321,-1.4165,19.9851,-123.9688,19.2647,0.6208,0.317,5.0962,1.8857,2.138,0.2018,33.4525,34.0165,95.1089
321.5,-1.3558,20.0707,-123.8477,19.3229,0.62,0.3182,5.1069,1.8859,2.1339,0.2051,33.688,32.7074,95.6601
322,-1.2773,20.0157,-123.6927,19.3758,0.6178,0.318,5.0926,1.8859,2.1306,0.2076,33.8803,33.5001,100.9079
322.5,-1.1681,19.9933,-123.5039,19.4444,0.6144,0.3153,5.0874,1.886,2.1294,0.21,33.9506,35.4045,105.7823
323,-1.1042,20.0095,-123.2794,19.5111,0.613,0.3129,5.0976,1.8865,2.1291,0.2125,33.9712,36.9447,106.6979
323.5,-1.1799,20.0903,-123.008,19.5391,0.6152,0.3131,5.1068,1.8883,2.1276,0.2152,34.0576,36.3063,106.2185
324,-1.4159,20.2307,-122.6684,19.5156,0.6165,0.3143,5.0936,1.8895,2.1241,0.218,34.2629,32.1721,102.5865
324.5,-1.7189,20.3323,-122.2385,19.4807,0.6128,0.3143,5.0947,1.8897,2.1186,0.2195,34.5871,28.041,97.3222
325,-1.9377,20.4626,-121.7121,19.5085,0.6049,0.3124,5.0889,1.8897,2.1113,0.218,35.0095,27.9597,98.4626
325.5,-1.9204,20.6161,-121.1113,19.679,0.5943,0.3103,5.1064,1.8897,2.1031,0.2135,35.4915,30.9494,108.2069
326,-1.536,20.8535,-120.4856,20.0623,0.5841,0.3095,5.0937,1.8897,2.0951,0.2085,35.961,32.9364,115.9197
326.5,-0.8115,21.0441,-119.8943,20.643,0.5797,0.3101,5.0944,1.889,2.0891,0.2062,36.308,32.8941,110.2768
327,-0.0022,21.3686,-119.3829,21.2684,0.5836,0.3122,5.0886,1.8872,2.0868,0.2075,36.4436,32.0244,101.4906
327.5,0.6294,21.5613,-118.9658,21.758,0.593,0.3141,5.1092,1.8862,2.0877,0.2106,36.3901,30.7125,102.4164
328,1.0169,21.5609,-118.622,22.0442,0.6017,0.3143,5.0889,1.886,2.0901,0.2129,36.2519,29.6808,112.3893
328.5,1.3175,21.5284,-118.3029,22.2247,0.605,0.3137,5.0872,1.886,2.093,0.2134,36.0794,29.1178,124.0467
329,1.874,21.4682,-117.9464,22.5622,0.6044,0.3141,5.0846,1.8864,2.0976,0.2133,35.8122,29.0108,126.2901
329.5,2.9754,21.2563,-117.4906,23.3734,0.6076,0.3156,5.1047,1.8871,2.1052,0.2133,35.3712,30.3388,113.0726
330,4.5847,21.3313,-116.8847,24.8587,0.6187,0.3176,5.0877,1.8877,2.1155,0.2124,34.7667,32.2734,95.7928
330.5,6.4153,22.367,-116.0988,26.9892,0.6315,0.32,5.0858,1.8891,2.1266,0.2091,34.1154,33.8906,87.871
331,8.0212,23.9983,-115.1364,29.2872,0.6367,0.3213,5.0891,1.8896,2.1356,0.2031,33.5893,36.5911,87.5662
331.5,8.852,25.961,-114.0456,30.7348,0.6281,0.32,5.1111,1.8897,2.1402,0.1961,33.3201,39.4225,83.248
332,8.4838,26.2477,-112.9235,30.3153,0.608,0.3186,5.0906,1.8897,2.14,0.1902,33.3327,39.2958,76.4708
332.5,6.7526,24.2779,-111.9039,27.8195,0.584,0.3183,5.0866,1.8897,2.1344,0.1852,33.6608,36.3765,79.3485
333,4.2802,21.7353,-111.127,24.373,0.5605,0.3171,5.0846,1.8897,2.1206,0.1785,34.4697,33.2985,86.3454
333.5,2.4128,19.2367,-110.7048,21.5859,0.5443,0.3157,5.1029,1.8895,2.0974,0.168,35.8274,31.6706,84.4879
334,1.8217,17.9942,-110.6953,20.1733,0.5441,0.317,5.0927,1.8883,2.0705,0.1555,37.3979,31.448,75.7542
334.5,2.0693,18.0833,-111.0953,19.9896,0.5653,0.3211,5.0874,1.8867,2.0509,0.1451,38.5437,33.2762,67.9139
335,2.0816,18.635,-111.8465,20.4256,0.6093,0.3285,5.0898,1.8873,2.0481,0.1405,38.7056,36.82,66.2205
335.5,0.4838,19.8633,-112.8487,20.5043,0.6623,0.3373,5.1091,1.8887,2.0648,0.1423,37.7307,38.6689,75.2081
336,-2.9827,21.841,-113.9763,19.7199,0.6955,0.3414,5.0943,1.8886,2.0938,0.1479,36.0346,37.9252,92.9239
336.5,-6.3388,22.9609,-115.1028,18.8315,0.6992,0.3407,5.0949,1.8892,2.1214,0.153,34.4208,38.1689,111.1379
337,-7.2858,22.9262,-116.1256,18.8578,0.6931,0.3396,5.0899,1.8896,2.1366,0.155,33.535,40.0937,120.5555
337.5,-4.993,22.8183,-116.9829,20.3305,0.6968,0.3406,5.107,1.8897,2.1373,0.1542,33.4935,41.186,119.7911
338,0.0528,23.3854,-117.6523,23.4298,0.7074,0.3421,5.0866,1.8897,2.1277,0.1516,34.0555,40.6526,114.4944
338.5,6.198,24.1634,-118.138,27.6553,0.7124,0.3422,5.0872,1.8897,2.114,0.148,34.8561,38.4882,114.3625
339,10.6979,23.9389,-118.4584,31.0858,0.7111,0.3431,5.0842,1.8896,2.1041,0.1451,35.4337,36.678,118.9827
339.5,11.6285,23.4034,-118.6398,31.7247,0.7074,0.344,5.105,1.8891,2.1038,0.1449,35.4493,37.5225,120.2003
340,9.725,23.2069,-118.7159,30.0983,0.7002,0.3428,5.0881,1.8873,2.1108,0.1476,35.0425,39.301,118.4481
340.5,6.8931,23.3651,-118.7305,27.9381,0.6847,0.3394,5.0857,1.8861,2.1147,0.1507,34.8126,40.0632,114.8757
341,4.5185,23.761,-118.7391,26.2369,0.657,0.3337,5.0867,1.8861,2.1068,0.151,35.2742,40.1953,104.8405
341.5,3.3375,23.3684,-118.8079,25.3631,0.6271,0.3283,5.1076,1.8872,2.0892,0.1489,36.3026,39.1664,93.9125
342,3.3346,22.7246,-119.0028,25.3064,0.6116,0.3258,5.0994,1.8883,2.0729,0.1477,37.2552,37.7063,90.0803
342.5,3.8152,23.0092,-119.3705,25.7186,0.6135,0.3253,5.0937,1.8888,2.067,0.1505,37.6044,37.3008,88.8732
343,4.0561,23.5683,-119.9182,26.1253,0.6247,0.3253,5.087,1.8895,2.0722,0.1574,37.3004,36.7051,88.3518
343.5,3.7162,24.036,-120.6075,26.1188,0.6336,0.3254,5.1062,1.8897,2.083,0.1667,36.6665,36.1675,92.2752
344,2.9348,24.3956,-121.3683,25.5489,0.6309,0.3244,5.0985,1.8897,2.0915,0.1754,36.1676,36.2732,97.3017
344.5,2.3934,24.1196,-122.128,24.7069,0.6163,0.3214,5.0932,1.8897,2.0917,0.1809,36.1568,36.0267,98.6497
345,2.6852,22.7954,-122.8368,24.0149,0.5972,0.3173,5.0815,1.8896,2.0835,0.1828,36.6371,36.0991,96.2109
345.5,3.6258,20.6556,-123.4791,23.6723,0.5853,0.3153,5.1035,1.8892,2.0721,0.1836,37.3046,36.9582,93.3279
346,4.4957,19.635,-124.0667,23.6763,0.5865,0.3166,5.0995,1.8881,2.0627,0.1868,37.8549,37.1291,98.5072
346.5,4.6962,20.8366,-124.6226,23.8152,0.5927,0.3191,5.0966,1.8869,2.0568,0.1938,38.196,35.9911,112.1586
347,4.1713,22.1964,-125.1629,23.7612,0.593,0.3201,5.0848,1.8861,2.0531,0.2042,38.4141,35.3207,123.1285
347.5,3.3735,21.9946,-125.685,23.4301,0.5888,0.3186,5.1012,1.8864,2.0492,0.2157,38.6414,36.2756,119.3987
348,2.7374,21.1314,-126.1668,23.0218,0.5893,0.3169,5.0986,1.8871,2.0439,0.2258,38.9525,37.5121,103.694
348.5,2.3854,21.1668,-126.5781,22.7589,0.596,0.3169,5.097,1.8877,2.038,0.2337,39.2957,36.657,99.2788
349,2.3377,21.4219,-126.8959,22.7683,0.6015,0.3168,5.0852,1.8891,2.0346,0.24,39.4972,33.8555,115.1048
349.5,2.4433,21.481,-127.1104,22.9734,0.602,0.3155,5.096,1.8896,2.0358,0.246,39.4264,30.8703,130.8909
350,2.4197,21.6935,-127.2205,23.1812,0.6004,0.3147,5.1024,1.8895,2.0395,0.2512,39.2083,28.8589,129.7595
350.5,2.3179,21.9961,-127.2261,23.383,0.6007,0.3147,5.0855,1.8887,2.0394,0.254,39.2154,28.8727,116.7059
351,2.3747,22.4158,-127.1282,23.6434,0.6019,0.3133,5.0836,1.8875,2.0298,0.2528,39.7749,31.0119,104.5648
351.5,2.5986,22.7259,-126.9372,23.8467,0.5986,0.3114,5.0974,1.887,2.0115,0.2481,40.8462,33.3568,99.4134
352,3.027,22.7018,-126.6774,23.9117,0.5905,0.3108,5.1067,1.8883,1.9918,0.2418,41.9972,33.6882,100.5702
352.5,3.7552,21.8971,-126.3805,23.9157,0.5858,0.3116,5.0881,1.8895,1.9793,0.2369,42.7336,32.2638,101.4493
353,4.5306,20.738,-126.0703,23.8843,0.5903,0.3131,5.0849,1.8892,1.9772,0.235,42.8523,30.9087,99.3245
353.5,4.9316,20.5876,-125.7521,23.799,0.5971,0.3138,5.0982,1.8881,1.9834,0.2357,42.4891,30.7915,98.5738
354,4.875,20.5497,-125.416,23.7552,0.5981,0.3137,5.1064,1.8871,1.9933,0.2368,41.9111,32.4201,101.1932
354.5,4.5955,20.9046,-125.048,23.8902,0.5968,0.3132,5.0906,1.8874,2.0033,0.2361,41.3268,35.0643,103.3086
355,4.3997,21.7046,-124.6315,24.271,0.6002,0.3143,5.0869,1.8891,2.012,0.233,40.8159,37.1116,98.7224
355.5,4.5367,22.3454,-124.1369,24.8772,0.6089,0.3173,5.0985,1.8891,2.02,0.2292,40.3504,38.2095,92.1229
356,5.0247,22.9709,-123.5127,25.5559,0.6151,0.3193,5.1092,1.8875,2.0273,0.2266,39.9226,39.0989,91.2336
356.5,5.5784,22.8808,-122.6995,26.0228,0.6124,0.3197,5.0951,1.8875,2.0324,0.2251,39.6281,39.1596,96.8033
357,5.7279,22.5627,-121.666,25.9594,0.6019,0.3193,5.0949,1.8891,2.0337,0.2242,39.5483,37.7852,103.4613
357.5,5.1946,22.3114,-120.4437,25.2663,0.5874,0.3184,5.0891,1.8896,2.0323,0.2238,39.6336,37.5657,100.752
358,4.2974,21.6404,-119.1341,24.3005,0.5765,0.3186,5.1064,1.8897,2.0296,0.2235,39.7888,39.3935,87.1698
358.5,3.6036,21.1343,-117.8805,23.5463,0.5754,0.3216,5.0933,1.8896,2.0267,0.2221,39.9573,39.0518,76.195
359,3.4184,21.1851,-116.8224,23.2315,0.5849,0.3272,5.0936,1.8891,2.0251,0.2188,40.0541,35.2815,73.769
359.5,3.7664,21.2396,-116.0588,23.3464,0.6061,0.334,5.0848,1.8877,2.0271,0.215,39.9383,31.4444,74.0763
360,4.1658,21.0688,-115.6349,23.5769,0.64,0.3412,5.1068,1.8871,2.0339,0.2131,39.5367,28.2987,76.7681
360.5,3.7818,21.0472,-115.5449,23.4098,0.6849,0.3495,5.0904,1.8868,2.0443,0.2142,38.9295,25.8654,83.064
361,2.5509,21.4014,-115.7367,22.7797,0.7308,0.3579,5.0881,1.8875,2.0557,0.2175,38.265,25.5722,92.0672
361.5,1.3889,21.7085,-116.1168,22.1544,0.7634,0.3649,5.0857,1.8887,2.0659,0.2209,37.6647,29.4445,102.0665
362,1.1744,21.5921,-116.5652,21.9679,0.7798,0.3713,5.1055,1.8895,2.0731,0.2225,37.2448,37.232,104.8846
362.5,2.1659,20.9955,-116.9668,22.4239,0.7902,0.3781,5.0889,1.8897,2.0749,0.2213,37.1381,43.0098,97.738
363,3.9765,20.5685,-117.247,23.4948,0.8113,0.3862,5.0872,1.8897,2.071,0.2173,37.368,41.8266,88.586
363.5,5.7492,21.2406,-117.3832,24.802,0.8448,0.3938,5.0855,1.8897,2.0654,0.2124,37.6972,37.3025,87.4066
364,6.6075,22.0578,-117.3834,25.6777,0.868,0.3968,5.1039,1.8897,2.0638,0.2091,37.7886,35.4947,94.9726
364.5,6.3698,22.1771,-117.2482,25.78,0.8613,0.3932,5.0968,1.8897,2.0664,0.2085,37.6387,37.415,103.8869
365,5.58,22.0582,-116.9502,25.4414,0.8332,0.3876,5.093,1.8895,2.0661,0.2089,37.6566,40.4796,107.1133
365.5,4.7712,21.7295,-116.4476,25.1977,0.81,0.3842,5.089,1.8887,2.0581,0.2085,38.1204,42.2097,102.737
366,4.0773,22.0356,-115.7178,25.3247,0.7996,0.381,5.1111,1.8875,2.0469,0.2083,38.7806,40.5946,96.1957
366.5,3.4424,23.3977,-114.7832,25.7478,0.7852,0.3744,5.1001,1.8864,2.0392,0.2103,39.2289,36.6329,93.0161
367,2.8919,25.2645,-113.7132,26.175,0.7527,0.3649,5.0972,1.8861,2.0359,0.2141,39.4191,33.6685,90.9399
367.5,2.5797,25.868,-112.6046,26.399,0.7096,0.3549,5.0869,1.8868,2.032,0.2169,39.6493,32.3109,87.4092
368,2.6256,24.5252,-111.5572,26.51,0.6766,0.3476,5.1026,1.8871,2.0237,0.217,40.1367,30.966,85.5403
368.5,2.8406,23.9014,-110.6568,26.6644,0.6591,0.3422,5.0979,1.8872,2.013,0.2164,40.7623,31.4857,85.8267
369,2.8892,24.9663,-109.9655,26.8229,0.6451,0.3371,5.0946,1.8873,2.004,0.2181,41.2845,36.197,85.1409
369.5,2.7376,25.7121,-109.5164,26.8686,0.6263,0.3324,5.0839,1.8881,1.9976,0.2214,41.6634,41.9778,84.3855
370,2.6907,25.3478,-109.3101,26.8859,0.6068,0.3283,5.0956,1.8892,1.9915,0.2235,42.0148,43.3517,83.4412
370.5,3.1748,24.6131,-109.3129,27.2963,0.5982,0.325,5.1028,1.8896,1.9855,0.2229,42.3696,40.4014,80.6649
371,4.2399,24.3047,-109.4629,28.4471,0.6055,0.3241,5.087,1.8897,1.9805,0.2206,42.6592,37.585,76.8792
371.5,5.1559,25.8417,-109.6847,29.9334,0.6177,0.3252,5.0848,1.8897,1.9771,0.2186,42.8609,35.9867,73.8061
372,5.2449,28.1637,-109.9098,30.886,0.6191,0.3247,5.0965,1.8897,1.9746,0.2178,43.0082,34.4875,73.6983
372.5,4.9568,28.5609,-110.0912,31.1444,0.6071,0.321,5.1023,1.8895,1.9735,0.2187,43.0709,33.805,76.3244
373,5.1967,27.6005,-110.2073,31.26,0.5894,0.3163,5.0882,1.8888,1.9756,0.2219,42.9496,33.0063,80.5204
373.5,6.3137,26.9271,-110.253,31.7135,0.5695,0.3117,5.0868,1.8883,1.9814,0.2273,42.6063,31.5383,82.177
374,8.1841,26.3095,-110.2281,32.7459,0.5526,0.3095,5.096,1.8872,1.9898,0.2339,42.1144,32.5897,79.5251
374.5,10.3014,25.6929,-110.1301,34.1864,0.546,0.3107,5.1059,1.8863,1.9988,0.24,41.5914,37.7452,73.8171
375,11.6408,26.1191,-109.956,35.0735,0.546,0.3114,5.0926,1.8873,2.0061,0.2444,41.1654,43.1757,67.207
375.5,11.4244,26.9672,-109.7097,34.3282,0.5402,0.309,5.0888,1.8891,2.0091,0.2465,40.9911,44.7249,61.8275
376,10.3187,25.5696,-109.4084,32.3885,0.5274,0.3067,5.0994,1.8896,2.0051,0.2462,41.2218,43.1126,57.1577
376.5,9.5749,22.9244,-109.0839,30.6296,0.5203,0.3068,5.1098,1.8897,1.993,0.243,41.9287,41.1775,55.0471
377,9.4941,22.2141,-108.7761,29.7204,0.5231,0.3088,5.0935,1.89,1.9748,0.237,42.9949,41.7208,56.5699
377.5,9.5574,22.997,-108.5266,29.4243,0.529,0.3118,5.0945,1.8906,1.9557,0.23,44.1097,44.2752,61.5712
378,8.9909,23.2894,-108.3776,28.98,0.5343,0.3149,5.091,1.8889,1.9414,0.2243,44.9493,45.1911,67.7258
378.5,7.3175,22.9534,-108.3756,27.8335,0.5408,0.3165,5.1085,1.8871,1.9342,0.2205,45.3684,43.6834,76.4809
379,5.2217,23.0273,-108.5701,26.467,0.5505,0.3175,5.0939,1.8883,1.9335,0.218,45.4074,41.9278,87.0814
379.5,4.038,23.3124,-108.9997,25.802,0.5619,0.3192,5.0946,1.8895,1.9372,0.217,45.1915,41.0671,91.1118
380,4.2681,23.3588,-109.6698,26.149,0.5729,0.3212,5.0848,1.8895,1.943,0.2185,44.8526,39.7784,86.9289
380.5,5.3388,23.4308,-110.5332,27.1954,0.5857,0.3232,5.1055,1.8883,1.9497,0.2224,44.4621,36.914,77.2621
381,6.4073,23.8298,-111.4905,28.4361,0.6053,0.3252,5.0892,1.8871,1.9575,0.227,44.0064,34.6414,67.9798
381.5,6.8088,24.6478,-112.415,29.2874,0.631,0.3271,5.0869,1.8883,1.9663,0.23,43.4929,36.2983,65.151
382,6.2876,25.7283,-113.1911,29.2574,0.652,0.3278,5.0862,1.8889,1.9738,0.2308,43.0521,40.911,65.2884
382.5,5.5371,25.8497,-113.7489,28.6166,0.6533,0.3263,5.108,1.8873,1.9781,0.2312,42.803,42.3984,68.3528
383,5.7191,24.5127,-114.0795,28.2449,0.6379,0.3251,5.0904,1.8867,1.9806,0.2338,42.6577,39.7908,76.6756
383.5,7.0733,23.1202,-114.2265,28.6077,0.626,0.3258,5.0912,1.8883,1.9838,0.2391,42.4653,38.2692,82.1174
384,8.6995,22.8306,-114.2632,29.3839,0.6238,0.3256,5.0873,1.8895,1.9866,0.2438,42.3053,39.9591,79.0212
384.5,9.7012,23.6979,-114.2668,29.9426,0.6186,0.3222,5.1066,1.8897,1.9851,0.244,42.391,41.1492,77.961
385,9.9677,23.8412,-114.2978,29.9994,0.6074,0.3204,5.0985,1.8895,1.9799,0.2398,42.6948,38.9385,84.9578
385.5,9.6645,22.5798,-114.3896,29.6438,0.6046,0.3235,5.0938,1.8882,1.9764,0.2345,42.8994,36.0883,87.8541
386,8.8092,22.4085,-114.5478,29.0703,0.6196,0.3289,5.0889,1.8875,1.9788,0.2311,42.7622,35.193,81.6622
386.5,7.6967,23.5128,-114.7553,28.5491,0.6464,0.334,5.108,1.8881,1.9856,0.231,42.3611,36.1701,74.9162
387,6.8359,24.3243,-114.9836,28.211,0.6727,0.3386,5.098,1.8888,1.993,0.2336,41.9292,37.7705,71.9499
387.5,6.3984,24.3337,-115.2079,27.9001,0.6854,0.3405,5.097,1.8885,1.9988,0.2376,41.5924,38.1951,70.2878
388,6.457,23.6162,-115.4208,27.6304,0.6813,0.341,5.0862,1.8879,2.0029,0.2409,41.3511,37.0714,70.8367
388.5,7.0438,22.5612,-115.6376,27.6434,0.6757,0.3433,5.1028,1.8865,2.006,0.2417,41.1668,36.1853,74.314
389,7.5699,22.2133,-115.8887,27.7682,0.6783,0.3454,5.1002,1.8866,2.0095,0.2399,40.964,36.5036,76.9835
389.5,7.3461,23.0918,-116.2057,27.5124,0.6784,0.3461,5.0982,1.8883,2.0142,0.2374,40.6894,36.8077,75.1275
390,6.5599,23.4001,-116.6136,26.7641,0.6699,0.346,5.0872,1.8899,2.0186,0.2356,40.4337,35.9033,71.5317
390.5,5.8261,22.6109,-117.1345,25.7465,0.6622,0.3466,5.1021,1.8908,2.0197,0.2343,40.3675,35.1692,70.0654
391,5.5343,21.5514,-117.7943,24.7231,0.6648,0.3494,5.0985,1.8899,2.0171,0.2325,40.5204,36.0488,67.262
391.5,5.9156,20.4974,-118.6186,23.9801,0.6844,0.3543,5.0956,1.8876,2.0142,0.2306,40.6872,37.2687,63.9283
392,6.706,19.5582,-119.613,23.5033,0.727,0.3628,5.0839,1.8875,2.0162,0.2304,40.572,37.7957,64.3317
392.5,7.076,18.8598,-120.7417,22.8874,0.7838,0.3743,5.0976,1.8891,2.0249,0.2327,40.0669,38.4949,69.1977
393,6.578,18.5089,-121.9251,21.8947,0.8297,0.3833,5.1035,1.8896,2.0366,0.2368,39.383,39.9338,78.5034
393.5,5.5282,18.0602,-123.0623,20.6989,0.8542,0.3889,5.0856,1.8895,2.0465,0.2408,38.8033,41.9671,88.8401
394,4.396,17.3511,-124.0661,19.5628,0.8708,0.3953,5.0842,1.8883,2.0536,0.2436,38.3859,43.506,94.7656
394.5,3.5098,16.7714,-124.8899,18.6887,0.8903,0.4033,5.097,1.8869,2.0586,0.2451,38.0948,41.9439,97.5908
395,3.0072,16.6392,-125.5328,18.1572,0.91,0.4102,5.102,1.8871,2.0593,0.2453,38.0513,37.8314,98.0486
395.5,2.7171,16.6952,-126.0264,17.8626,0.9267,0.4145,5.0876,1.8877,2.0535,0.2443,38.3903,33.1583,95.2982
396,2.2951,16.4676,-126.4132,17.6263,0.9409,0.4178,5.0886,1.8891,2.0429,0.2426,39.0101,28.9405,91.7511
396.5,1.5366,16.3213,-126.7286,17.3616,0.95,0.4195,5.099,1.8889,2.0316,0.2411,39.6713,28.6751,86.4867
397,0.5094,16.8738,-126.9933,17.0686,0.9473,0.4174,5.1073,1.8872,2.0219,0.2405,40.2419,33.277,82.6569
397.5,-0.5001,17.3618,-127.2134,16.7645,0.9327,0.4115,5.0923,1.8867,2.0135,0.2409,40.7289,37.0092,89.787
398,-1.1454,17.2544,-127.3845,16.481,0.9126,0.4044,5.0867,1.8863,2.0062,0.2416,41.1595,34.4352,105.6502
398.5,-1.2503,17.0301,-127.4963,16.2638,0.8918,0.3984,5.0981,1.8865,1.9996,0.2415,41.5431,29.2188,116.4528
399,-0.9563,16.4413,-127.5374,16.1513,0.8719,0.3938,5.1073,1.8879,1.9929,0.2399,41.9353,26.5227,118.3714
399.5,-0.6761,15.7383,-127.4997,16.157,0.8524,0.3879,5.0924,1.8885,1.9847,0.2375,42.414,26.6767,115.6245
400,-0.809,16.0682,-127.3807,16.2575,0.833,0.3793,5.0863,1.8888,1.9755,0.2361,42.9514,28.1748,110.2891
400.5,-1.4155,17.0447,-127.1808,16.403,0.8157,0.371,5.0874,1.8885,1.9677,0.2371,43.4072,30.4415,104.2135
401,-2.2344,17.6714,-126.9012,16.551,0.8008,0.3656,5.1063,1.8883,1.9626,0.2398,43.7097,33.7077,103.4554
401.5,-2.9515,18.1292,-126.5481,16.6957,0.7874,0.3619,5.0931,1.8875,1.9583,0.2409,43.9575,37.3917,110.0589
402,-3.3639,18.5863,-126.1428,16.8618,0.773,0.3582,5.0946,1.8864,1.9523,0.239,44.3091,39.7032,115.7551
402.5,-3.4046,18.7833,-125.7327,17.0708,0.7552,0.3529,5.0849,1.8861,1.943,0.235,44.8539,40.4676,116.9963
